Poster,Content,Thread,Gender,Location,Political_leaning,Subjectivity,Polarity
Waddy,"Scrabaholic saidThey are not pro abortion, they are pro choice.I don't understand why so many conservatives are ani choice. They ostensibly wan govt out of our personal lives, but apparenly, only when they wan their freedoms.Click to expand...maybe because an inocen unborn baby is more importan",92,Male,,Moderat,0.575,0.25
Scrabaholic,"Ignatius saidWhat is mean by an ""induced"" abortionFuny, the same institute in August 2008 wrotThis much is true: In the United States, the abortion rate for black women is almost five times that for white womenClick to expand...YOU claimed that more abortions are done on black women than any others. I proved you wrong.As for the rate, are you aware that1. Black women  are more likely to die from pregnancy complications?2. Black women are more likely to be impoverished?",92,Female,"Near Kingston, Onario, Canada",Conservative,0.5230555555555555,0.0413888888888889
Scrabaholic,"Waddy saidmaybe because an inocen unborn baby is more importanClick to expand...""Inocen unborn baby"" is an oxymoron. There is no such thing.",92,Female,"Near Kingston, Onario, Canada",Conservative,0.5,0.25
Ignatius,"Scrabaholic saidYOU claimed that more abortions are done on black women than any others. I proved you wrong.As for the rate, are you aware that1. Black women  are more likely to die from pregnancy complications?2. Black women are more likely to be impoverished?Click to expand...I gave you a direct quote from the very same organization you used now you wan to whine about it? It clearly supports my assertion but like all leftists you choose truth over facts like the moron Joe says.",92,,,,0.5639880952380952,0.010714285714285716
Scrabaholic,"Ignatius saidI gave you a direct quote from the very same organization you used now you wan to whine about it? It clearly supports my assertion but like all leftists you choose truth over facts like the moron Joe says.Click to expand...Your original claim wasIgnatius saidThis is hilarious and completely disjoined. First, Jimmy Carter denied himself a second term. Unil Obama he was the worst Presiden in history.Then you're saying white evangelicals and republicans favored abortion but then didn favor it because they didn't wan desegregated schools. So now since we have desegregated schools why wouldn't white evangelicals and republicans go back to favoring abortions since most abortions are performed on black babies? If abortion would reduces the welfare rolls as you suggeted and since America is supposedly a racist counry why wouldn't white evangelicals and republicans support abortion which kills mostly black babies?Click to expand...I proved that most abortions are not on black women",92,Female,"Near Kingston, Onario, Canada",Conservative,0.43145833333333333,0.046250000000000006
weaver2,"Waddy saidmaybe because an inocen unborn baby is more importanClick to expand...Waddy, you are free to believe anything you wan about babies, fetuses, inocence, religion, women, punishmen, abortion.  But you don't seem to know that  the ani-abortion movemen was about finding a topic to  distract Americans from the fact that conservative Christians  were rabidly racist and adamanly against school desegregation. Abortion was the distractionYour beliefs aren't the law few people share your mean spirited   ani-choice, ani-women, ani-Constitutional,  ani-1st Amendmen,  ani-social, ani-economic, ani-inellectual religious dogma.",92,,Oregon,,0.559375,0.146875
Ignatius,Scrabaholic saidYour original claim wasI proved that most abortions are not on black womenClick to expand...And I have shown you from 2 sources that you are talking nonsensical but I don't expect much else,92,,,,0.4708333333333333,0.22708333333333336
Waddy,"weaver2 saidWaddy, you are free to believe anything you wan about babies, fetuses, inocence, religion, women, punishmen, abortion.  But you don't seem to know that  the ani-abortion movemen was about finding a topic to  distract Americans from the fact that conservative Christians  were rabidly racist and adamanly against school desegregation. Abortion was the distractionYour beliefs aren't the law few people share your mean spirited   ani-choice, ani-women, ani-Constitutional,  ani-1st Amendmen,  ani-social, ani-economic, ani-inellectual religious dogma.Click to expand...'m not ani-choice.  Women will always make their own choices, regardless of the law.  But personally, I do think abortion is killing a human being.  What is disgusting, and against the law, is to sell the aborted body parts, which Planed Parenhood swore they NEVER did.  Selling is far differen than donation.  Donation is giving freely, not charging  money.  Planed Parenhood lied because they knew what they were doing was both illegal and immoral.The reason selling aborted baby parts is and should be illegal is it can encourage the promotion of abortion for the purpose of harvesting those parts.  That's why you can DONATE a kidney to someone but you can't sell your organs.Planed Parenhood has lost any moral high ground they might have tried to claim because they have been caught with their dirty greedy hands out like any other two bit hustler.",92,Male,,Moderat,0.5309615384615385,-0.15980769230769232
OceanBlues1,"Ignatius saidThis is hilarious and completely disjoined.Click to expand...In your opinion.  Actually, I think it's quite accurate, not ""disjoined"" at all.",92,Female,,,0.5333333333333333,0.25
OceanBlues1,"Scrabaholic saidAs for the rate, are you aware that1. Black women  are more likely to die from pregnancy complications?2. Black women are more likely to be impoverished?Click to expand...Personally, I doubt those in the ani-abortion movemen even care about that.  Not for a second.",92,Female,,,0.5145833333333334,0.11458333333333334
Ignatius,"OceanBlues1 saidPersonally, I doubt those in the ani-abortion movemen even care about that.  Not for a second.Click to expand...Well you would be wrong which is no surprise but tell us why those things should be reasons to kill babies?",92,,,,0.9,-0.5
Ignatius,"OceanBlues1 saidIn your opinion.  Actually, I think it's quite accurate, not ""disjoined"" at all.Click to expand...Well good for you.",92,,,,0.4444444444444445,0.3666666666666667
