Poster,Content,Thread,Gender,Location,Political_leaning
TU Curmudgeon,"Rickeroo saidToday's installmen. Keep in mind yesterday's US Covid cases once again hit a ""grim milestone"" of seting the one-day case recordView atachmen 67304495This very unerving statistic is treated with the tepid descriptor ""more than"". Be on the lookout for more comparisons to the world cases as wellView atachmen 67304496Global cases take the pressure off the US Presiden. Bucking the trend of a softer, lighter approach to Covid reporting is the young guy dying (a Mexican), which is mean to produce fear as people under 30 accoun for a tiny fraction of Covid deaths.We're still in phase 1 of the media's downplay of the virus - it won't kick in fully unil Biden gets in office. Trump is still presiden, and the media still needs to bash him. It remains to be seen how the quarter million deaths will be described, which we'll hit within a week.Take a look at the chart belowView atachmen 67304497April was bad, summer was double bad, and now we've doubled again. We should be casting ourselves in the streets in panic. Note how the press isn't calling for Trump to shut down the counry. People will associate the economic fallout with BidenClick to expand...Or these(More charts and graphs at Daily Statistical Summary of COVID-19)​PS - I have to keep adjusting the scale on the last two graphs because the line keeps trying to bust through the top.",46,Male,Lower Mainland of BC,Cenrist
poweRob,eohrnberger saidSee post htps://debatepolitics.com/threads/america-going-down-like-california.428045/post-1072926897Click to expand...See post htps://debatepolitics.com/threads/america-going-down-like-california.428045/post-1072926955,47,Male,New Mexico,Progressive
eohrnberger,"poweRob saidSee post htps://debatepolitics.com/threads/america-going-down-like-california.428045/post-1072926955Click to expand...And that is who's opinion, exactly?At least I'm citing someone who's academically studied the fascism of the 30's, and not just some prety picture I like and have confirmation bias with.",47,Male,,Other
Airyaman,A GOP conrolled Senate will be sure Biden/Harris doesn't get a single progressive law passed.,47,Male,AL,Libertarian
bearpoker,"eohrnberger saidMore BS.He doesn't act like previous presidens, or other world leaders, true.But a fascist he is not, nor does he act like one.Click to expand...He would if he could. He's tried but the constitution keeps geting in his way.",47,Female,Tenessee,Liberal
GolfingChef,"Airyaman saidA GOP conrolled Senate will be sure Biden/Harris doesn't get a single progressive law passed.Click to expand...Yeah, his first two years will be a total waste.  We will see what the American people think about that happening.I have no faith left in this counry to do the right thing, so I doubt they will",47,Male,,Libertarian
eohrnberger,"bearpoker saidHe would if he could. He's tried but the constitution keeps geting in his way.Click to expand...I take your smiley face as being partially in jest, and as that, OK fine.'ll more so stand by the citation I've provided in my earlier post",47,Male,,Other
poweRob,"eohrnberger saidAnd that is who's opinion, exactly?At least I'm citing someone who's academically studied the fascism of the 30's, and not just some prety picture I like and have confirmation bias with.Click to expand...Early Warning Signs Of Fascism​Laurence W. Brit wrote about the common signs of fascism in April, 2003, after researching seven fascist regimes: Hitler's Nazi Germany; Mussolin's Italy; Franco's Spain; Salazar's Portugal; Papadopoulos' Greece; Pinochet's Chile; Suhart's Indonesia.",47,Male,New Mexico,Progressive
eohrnberger,"poweRob saidEarly Warning Signs Of Fascism​Laurence W. Brit wrote about the common signs of fascism in April, 2003, after researching seven fascist regimes: Hitler's Nazi Germany; Mussolin's Italy; Franco's Spain; Salazar's Portugal; Papadopoulos' Greece; Pinochet's Chile; Suhart's Indonesia.Click to expand...OK, so why not the citation rather than the poster?  Playin'hide the weenie' for what purpose?Next, would have to take the poins, one by one, and see if they apply.Elaborate how those poin apply to what you've believe that Trump is then",47,Male,,Other
GolfingChef,"1.  MAGA...nuff said2.  children in cages3.  His whole campaign is us vs them.  All of his political opponens are enemies of the state according to Trump4.  He talks endless about how he has made our military the greatest in the history of the world5.  The way he talks to and about women, everyone has seen it6.  He whines when FoxNews does not bow down to him and he has elevated OAN and Brietbart to unearned levels of prominence7.  Another major talking poin for him 8.  Claims to be sen from Goddo I need to go on",47,Male,,Libertarian
jaeger19,"eohrnberger saidWhat you are claiming as facts are your opinion, an opinion which many others share, and others do notClick to expand...Nope.As I said.. Donald Trump actions are right out of the fasisct playbook.HypernationalismDisregard for human rightIdenification of enemies as a unifying causeSupremacy of the military.  Glorification of the military in military paradesSexismConrol or manipulation of the media.  Any media not supporting the curren governmen/leader is subversive or fakeObsession of national security and the need to protect society from undesirables coming in from other counriesCorporate power is protected.Labor power is suppressedDisrespect for inellectuals and the artObssesion with crime and punishmen (Law and Order).  Use of crime and punishmen toward political rivals or groups not conforming to fascist normsManipulation of election",47,,,Conservative
eohrnberger,"GolfingChef said. . .Click to expand...jaeger19 saidNope.As I said.. Donald Trump actions are right out of the fasisct playbook.HypernationalismDisregard for human rightIdenification of enemies as a unifying causeSupremacy of the military.  Glorification of the military in military paradesSexismConrol or manipulation of the media.  Any media not supporting the curren governmen/leader is subversive or fakeObsession of national security and the need to protect society from undesirables coming in from other counriesCorporate power is protected.Labor power is suppressedDisrespect for inellectuals and the artObssesion with crime and punishmen (Law and Order).  Use of crime and punishmen toward political rivals or groups not conforming to fascist normsManipulation of electionClick to expand...Make your case on each of these poins then, because frankly, I don't think those opinions stand up.For example, you are conflating Hypernationalism vs.  right-wing populism, they are not the same thing.Hypernationalism - Extreme nationalism, the belief in the superiority of on's nation and of the paramoun importance of advancing itRight-wing populism, also called national populism and right-wing nationalism,[1][2] is a political ideology which combines right-wing politics and populist rhetoric and themes. The rhetoric often consists of ani-elitist senimens, opposition to the perceived Establishmen, and speaking to the ""common people"".'ll agreed with you that Trump is a Right-wing populistDisregard for human rights - citation please, how many minority incarcerated has Trump facilitated the release of?Supremacy of the military.  Glorification of the military in military parades - What military parades?Conrol or manipulation of the media - If anything this should be applied to Democrats, as so called'news' media are constanly parroting their narratives and talking poin, and hoaxes, for that mater?  Was it Trump or the Democrats who orchestrated and promoted the Russian Collusion hoax?Labor power is suppressed - citation pleaseObssesion with crime and punishmen (Law and Order).  Use of crime and punishmen toward political rivals - Again, it was the Obama administration the politicized the DOJ and FBI and used them as weapons against political enemies / opposition.  Have we already forgoten the 2+ years of the Mueller probe and the use of LEO and Inel agencies to spy on the Trump campaignAlso: how many minority incarcerated has Trump facilitated the release of?And on it goes.  GolfingChef should read this post as well.Manipulation of elections - If anything far more so the Democrats, Hillary especially, with the Steel Dossier and the Russian collusion hoax.No, Trump isn't any sort of dictator nor a fascist, and there are clearly actions and behaviors of fascists which apply to Democrats.Let's see what citations you bring forth for the poins where requested.",47,Male,,Other
